ACANTHACEAE#ANISACANTHUS VIRGULARIS#LUTEOLIN
LAMIACEAE#SALVIA OFFICINALIS#LUTEOLIN#LUTEOLIN,6-HYDROXY: 7-O-GLUCOSIDE#LUTEOLIN,6-HYDROXY: 7-O-GLUCURONIDE#LUTEOLIN-3'-O-GLUCURONIDE#LUTEOLIN-7-GLYCOSIDE#LUTEOLIN-7-O-BETA-D-GLUCURONYLPYRANOSIDE MAGNESIUM SALT#LUTEOLIN-7-O-GLUCURONIDE
LAMIACEAE#SALVIA PALAESTINA#LUTEOLIN#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#SALVIA PINNATA#LUTEOLIN
LAMIACEAE#SALVIA PRATENSIS#LUTEOLIN#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#SALVIA SCLAREA#LUTEOLIN#LUTEOLIN,6-HYDROXY: 3'-4'-6-7-TETRAMETHYL ETHER#LUTEOLIN-7-GLYCOSIDE
LAMIACEAE#SALVIA SERAVSCHANICA#LUTEOLIN#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#SALVIA STAMINEA#LUTEOLIN
LAMIACEAE#SALVIA STENOPHYLLA#LUTEOLIN#LUTEOLIN,6-HYDROXY: 6-7-DIMETHYL ETHER
LAMIACEAE#SALVIA SYRIACA#LUTEOLIN,6-METHOXY: 3'-4-7-TRIMETHYL ETHER
LAMIACEAE#SALVIA TOMENTOSA#LUTEOLIN#LUTEOLIN,6-HYDROXY: 5-O-BETA-D-GLUCOSIDE#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GLUCOSIDE#LUTEOLIN,6-METHOXY: 7-O-BETA-D-GLUCOSIDE
LAMIACEAE#SALVIA TRILOBA#LUTEOLIN#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE-7-O-BETA-D-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-DIGLUCOSIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#SALVIA URUAPANA#LUTEOLIN-7-O-DIGLUCOSIDE
LAMIACEAE#SALVIA VERBENACA#LUTEOLIN
LAMIACEAE#SALVIA VERTICILLATA_CV.VERTICILLATA#LUTEOLIN,6-HYDROXY: 5-O-BETA-G-GLUCOSIDE
LAMIACEAE#SALVIA VIRGATA#LUTEOLIN,3'-4'-7-TRI-O-METHYL:
LAMIACEAE#SALVIA YOSGADENSIS#LUTEOLIN
LAMIACEAE#SATUREJA HORTENSIS#LUTEOLIN,7-O-BETA-D-GLUCOSYL:#LUTEOLIN,7-O-BETA-D-GLUCURONYL:
LAMIACEAE#SATUREJA JULIANA#LUTEOLIN-3'-7-DI-O-GLUCOURONIDE#LUTEOLIN-7-O-BETA-D-GALACTOSIDE
LAMIACEAE#SATUREJA KITAIBELII#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#SATUREJA OBOVATA_CV.CANESCENS#LUTEOLIN#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE
LAMIACEAE#SATUREJA OBOVATA_CV.OBOVATA#LUTEOLIN
LAMIACEAE#SCHIZONEPETA TENUIFOLIA#LUTEOLIN#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#SCUTELLARIA ADSURGENS#LUTEOLIN
LAMIACEAE#SCUTELLARIA ALBIDA_CV.ALBIDA#LUTEOLIN-7-O-ARABINOSIDE#LUTEOLIN-7-O-DIGALACTOSIDE#LUTEOLIN-7-O-RHAMNOSIDE#LUTEOLIN-7-O-XYLOSIDE
LAMIACEAE#SCUTELLARIA BAICALENSIS#LUTEOLIN
LAMIACEAE#SCUTELLARIA BARBATA#LUTEOLIN
LAMIACEAE#SCUTELLARIA DISCOLOR#LUTEOLIN
LAMIACEAE#SCUTELLARIA GALERICULATA#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#SCUTELLARIA GROSSA#LUTEOLIN
LAMIACEAE#SCUTELLARIA INDICA#LUTEOLIN
LAMIACEAE#SCUTELLARIA ISKANDERI#LUTEOLIN#LUTEOLIN-7-O-GLUCURONIDE
LAMIACEAE#SCUTELLARIA KARJAGINII#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#SCUTELLARIA LUZONICA#LUTEOLIN
LAMIACEAE#SCUTELLARIA OREOPHILA#LUTEOLIN
LAMIACEAE#SCUTELLARIA OVATA#LUTEOLIN
LAMIACEAE#SCUTELLARIA PROSTRATA#LUTEOLIN#LUTEOLIN-7-O-GLUCURONIDE
LAMIACEAE#SCUTELLARIA RIVULARIS#LUTEOLIN
LAMIACEAE#SCUTELLARIA SCORDIIFOLIA#LUTEOLIN#LUTEOLIN GLUCURONIDE
LAMIACEAE#SIDERITIS ALMERIENSIS#LUTEOLIN
LAMIACEAE#SIDERITIS ARBORESCENS#LUTEOLIN-7-O-GLYCOSIDE
LAMIACEAE#SIDERITIS ARGOSPHACELUS_VAR.#LUTEOLIN
LAMIACEAE#SIDERITIS BIFLORA#LUTEOLIN
LAMIACEAE#SIDERITIS BOURGEANA#LUTEOLIN
LAMIACEAE#SIDERITIS BRIQUETIANA#LUTEOLIN-7-O-GLYCOSIDE
LAMIACEAE#SIDERITIS COSSONIANA#LUTEOLIN-7-O-GLYCOSIDE
LAMIACEAE#SIDERITIS FOETENS#LUTEOLIN
LAMIACEAE#SIDERITIS GOSSYPINA#LUTEOLIN-7-O-GLYCOSIDE
LAMIACEAE#SIDERITIS GRANDIFLORA#LUTEOLIN-7-O-GLYCOSIDE
LAMIACEAE#SIDERITIS HIRSUTA#LUTEOLIN#LUTEOLIN-7-O-GLYCOSIDE
LAMIACEAE#SIDERITIS LEUCANTHA#LUTEOLIN#LUTEOLIN,8-HYDROXY: 7-(2''-O-ALLOSYL-GLUCOSIDE
LAMIACEAE#SIDERITIS LEUCANTHA_CV.INCANA_VAR.MERIDIONAL#LUTEOLIN
LAMIACEAE#SIDERITIS LEUCANTHA_VAR.SERRATIFOLIA#LUTEOLIN
LAMIACEAE#SIDERITIS LUTEOLA#LUTEOLIN
LAMIACEAE#SIDERITIS MAIREANA#LUTEOLIN-7-O-GLYCOSIDE
LAMIACEAE#SIDERITIS MAURA#LUTEOLIN-7-O-GLYCOSIDE
LAMIACEAE#SIDERITIS MONTANA#LUTEOLIN-7-O-GLYCOSIDE
LAMIACEAE#SIDERITIS OCHROLEUCA_VAR.ANTIATLANTICA#LUTEOLIN-7-O-GLYCOSIDE
LAMIACEAE#SIDERITIS PUSILLA_CV.ALMERIENSIS#LUTEOLIN
LAMIACEAE#SIDERITIS RAESERI#LUTEOLIN
LAMIACEAE#SIDERITIS ROMANA#LUTEOLIN-7-O-GLYCOSIDE
LAMIACEAE#SIDERITIS SPECIES#LUTEOLIN-7-O-GLYCOSIDE
LAMIACEAE#SIDERITIS SUBATLANTICA_VAR.HETEROSTACHYA#LUTEOLIN-7-O-GLYCOSIDE
LAMIACEAE#SIDERITIS VILLOSA#LUTEOLIN-7-O-GLYCOSIDE
LAMIACEAE#STACHYS AEGYPTIACA#LUTEOLIN#LUTEOLIN-7-O-(6'''-O-ACETYL-ALLOPYRANOSYL(1-2)GLUCOSIDE#LUTEOLIN-7-O-BETA-D-DIGLUCOSIDE
LAMIACEAE#TEUCRIUM ALYSSIFOLIUM#LUTEOLIN-3'-4'-6-7-TETRAMETHYL ETHER
LAMIACEAE#TEUCRIUM ARAGONENSE#LUTEOLIN#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN,6-HYDROXY: 7-RHAMNOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM ARDUINI#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM ASIATICUM#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM BOTRYS#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE#LUTEOLIN-7-SAMBUBIOSIDE
LAMIACEAE#TEUCRIUM BREVIFOLIUM#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM BUXIFOLIUM#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN,6-HYDROXY: 7-RHAMNOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM CARTHAGINENSE#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN,6-HYDROXY: 7-RHAMNOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM CHAMAEDRYS#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE#LUTEOLIN-7-SAMBUBIOSIDE
LAMIACEAE#TEUCRIUM CHARIDEMI#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-RHAMNOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM COSSONII#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM DIVARICATUM_CV.DIVARICATUM#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM DIVARICATUM_CV.VILLOSUM#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM ERIOCEPHALUM#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN,6-HYDROXY: 7-RHAMNOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM FLAVUM#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN-7-SAMBUBIOSIDE
LAMIACEAE#TEUCRIUM FRAGILE#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM FREYNII#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM FRUTICANS#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM GNAPHALODES#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN,6-HYDROXY: 7-RHAMNOSIDE#LUTEOLIN-7-O-BETA-D-RUTINOSIDE#LUTEOLIN-7-O-BETA-D-SAMBUBIOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM HAENSELERI#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-RHAMNOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM HIRCANICUM#LUTEOLIN
LAMIACEAE#TEUCRIUM INTRICATUM#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM LIBANITIS#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN,6-HYDROXY: 7-RHAMNOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM MARUM#LUTEOLIN#LUTEOLIN-7-SAMBUBIOSIDE
LAMIACEAE#TEUCRIUM MASSILIENSE#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN,6-HYDROXY: 7-RHAMNOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM MONTANUM#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM POLIUM#LUTEOLIN#LUTEOLIN-3-O-BETA-D-DIGLUCOSIDE
LAMIACEAE#TEUCRIUM POLIUM_CV.AUREUM#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM POLIUM_CV.CAPITATUM#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM POLIUM_CV.PII-FONTII#LUTEOLIN#LUTEOLIN-7-SAMBUBIOSIDE
LAMIACEAE#TEUCRIUM POLIUM_CV.POLIUM#LUTEOLIN#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN-7-RUTINOSIDE#LUTEOLIN-7-SAMBUBIOSIDE
LAMIACEAE#TEUCRIUM POLIUM_VAR.PILOSUM#LUTEOLIN
LAMIACEAE#TEUCRIUM PSEUDOCHAMAEPITYS#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM PUMILUM_CV.CAROLIPAUI#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN,6-HYDROXY: 7-RHAMNOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM PUMILUM_CV.PUMILUM#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM PYRENAICUM#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM RESUPINATUM#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE#LUTEOLIN-7-SAMBUBIOSIDE
LAMIACEAE#TEUCRIUM ROTUNDIFOLIUM#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN-7-RUTINOSIDE#LUTEOLIN-7-SAMBUBIOSIDE
LAMIACEAE#TEUCRIUM SALVIASTRUM#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM SCORDIUM_CV.SCORDIOIDES#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE#LUTEOLIN-7-SAMBUBIOSIDE
LAMIACEAE#TEUCRIUM SCORODONIA#LUTEOLIN
LAMIACEAE#TEUCRIUM SCORODONIA_CV.SCORODONIA#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN,6-HYDROXY: 7-RHAMNOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM SPINOSUM#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE#LUTEOLIN-7-SAMBUBIOSIDE
LAMIACEAE#TEUCRIUM SUBSPINOSUM#LUTEOLIN#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#TEUCRIUM THYMIFOLIUM#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-GLUCOSIDE#LUTEOLIN,6-HYDROXY: 7-RHAMNOSIDE#LUTEOLIN-7-RUTINOSIDE
LAMIACEAE#THYMBRA SPICATA#LUTEOLIN#LUTEOLIN,6-HYDROXY: 3'-4'-7-TRIMETHYL ETHER#LUTEOLIN,6-HYDROXY: 3'-7-DIMETHYL ETHER
LAMIACEAE#THYMUS AISARENSIS#LUTEOLIN
LAMIACEAE#THYMUS ALBANUS#LUTEOLIN
LAMIACEAE#THYMUS BAETICUS#LUTEOLIN#LUTEOLIN,6-HYDROXY:
LAMIACEAE#THYMUS BALCANUS#LUTEOLIN
LAMIACEAE#THYMUS BASHKIRIENSIS#LUTEOLIN
LAMIACEAE#THYMUS CAESPITITIUS#LUTEOLIN#LUTEOLIN,6-HYDROXY:
LAMIACEAE#THYMUS CAPITATUS#LUTEOLIN#LUTEOLIN-7-O-BETA-D-RUTINOSIDE
LAMIACEAE#THYMUS CARNOSUS#LUTEOLIN#LUTEOLIN,6-HYDROXY:
LAMIACEAE#THYMUS HERBA-BARONA#LUTEOLIN
LAMIACEAE#THYMUS HIRTUS#LUTEOLIN#LUTEOLIN,8-C-PARA-HYDROXY-BENZYL:
LAMIACEAE#THYMUS HYEMALIS#LUTEOLIN#LUTEOLIN,6-HYDROXY:
LAMIACEAE#THYMUS LONGIDENS_VAR.LONGIDENS#LUTEOLIN
LAMIACEAE#THYMUS LOSCOSII#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GLUCOSIDE
LAMIACEAE#THYMUS MACEDONICUS#LUTEOLIN
LAMIACEAE#THYMUS MASTICHINA#LUTEOLIN#LUTEOLIN,6-HYDROXY:
LAMIACEAE#THYMUS MEMBRANACEUS#LUTEOLIN#LUTEOLIN,6-HYDROXY:
LAMIACEAE#THYMUS MEMBRANACEUS_CV.MEMBRANACEUS#LUTEOLIN#LUTEOLIN,6-HYDROXY: 7-O-BETA-D-GLUCOSIDE#LUTEOLIN,7-METHYL:#LUTEOLIN-7-O-BETA-D-(RHAMNOSYL-(1-6)-GLUCOSIDE)#LUTEOLIN-7-O-BETA-D-(XYLOSYL-(1-2)-GLUCOSIDE)#LUTEOLIN-7-O-BETA-D-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-XYLOSIDE
LAMIACEAE#THYMUS MOESIACUS#LUTEOLIN
LAMIACEAE#THYMUS MORODERI#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN,7-METHYL:
LAMIACEAE#THYMUS PIPERELLA#LUTEOLIN#LUTEOLIN,6-HYDROXY:
LAMIACEAE#THYMUS PULEGIOIDES#LUTEOLIN#LUTEOLIN,6-HYDROXY:
LAMIACEAE#THYMUS RICHARDII_CV.EBUSITANUS#LUTEOLIN#LUTEOLIN,6-HYDROXY:
LAMIACEAE#THYMUS RICHARDII_CV.RICHARDII#LUTEOLIN#LUTEOLIN,6-HYDROXY:
LAMIACEAE#THYMUS SERPYLLOIDES#LUTEOLIN#LUTEOLIN,6-HYDROXY:
LAMIACEAE#THYMUS SERPYLLUM#LUTEOLIN-7-O-BETA-D-DIGLUCOSIDE#LUTEOLIN-GALACTO-ARABINOSIDE
LAMIACEAE#THYMUS TOSEVII_CV.SUBSTRIATUS#LUTEOLIN
LAMIACEAE#THYMUS TOSEVII_CV.TOSEVII_VAR.DEGENII#LUTEOLIN
LAMIACEAE#THYMUS TOSEVII_CV.TOSEVII_VAR.LONGIFRON#LUTEOLIN
LAMIACEAE#THYMUS TOSEVII_CV.TOSEVII_VAR.TOSEVII#LUTEOLIN
LAMIACEAE#THYMUS VULGARIS#LUTEOLIN#LUTEOLIN,6-HYDROXY:#LUTEOLIN-7-GLUCURONIDE
LAMIACEAE#THYMUS WEBBIANUS#LUTEOLIN
LAMIACEAE#THYMUS ZHEGULIENSIS#LUTEOLIN
LAMIACEAE#THYMUS ZYGIS#LUTEOLIN#LUTEOLIN,6-HYDROXY:
LAMIACEAE#TRICHOSTEMA LANATUM#LUTEOLIN#LUTEOLIN,6-HYDROXY: 4'-6-7-TRIMETHYL ETHER#LUTEOLIN,6-HYDROXY: 6-7-DIMETHYL ETHER
LAMIACEAE#VITEX AGNUS-CASTUS#LUTEOLIN#LUTEOLIN-6-C-(2''-O-TRANS-CAFFEOYL-GLUCOSIDE)#LUTEOLIN-6-C-(4''-METHYL-6''-O-TRANS-CAFFEOYL-GLUCOSIDE)#LUTEOLIN-6-C-(6''-O-TRANS-CAFFEOYL-GLUCOSIDE)#LUTEOLIN-7-O-(6''-PARA-BENZOYL-GLUCOSIDE)
LAMIACEAE#VITEX MEGAPOTAMICA#LUTEOLIN
LAMIACEAE#VITEX NEGUNDO#LUTEOLIN
LAMIACEAE#VITEX PINNATA#LUTEOLIN
LAMIACEAE#VITEX POLYGAMA#LUTEOLIN
LAMIACEAE#VITEX ROTUNDIFOLIA#LUTEOLIN
LAMIACEAE#VITEX TRIFOLIA#LUTEOLIN#LUTEOLIN-3'-O-BETA-D-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
LAMIACEAE#ZATARIA MULTIFLORA#LUTEOLIN
LAMIACEAE#ZIZIPHORA CLINOPODIOIDES#LUTEOLIN
LAMIACEAE#ZIZIPHORA TAURICA_CV.CLEONIOIDES#LUTEOLIN
LARDIZABALACEAE#STAUNTONIA CHINENSIS#LUTEOLIN,6-HYDROXY: 7-BETA-D-GLUCOSIDE
LAURACEAE#PERSEA AMERICANA#LUTEOLIN
LEMNACEAE#SPIRODELA POLYRRHIZA#LUTEOLIN
LENTIBULARIACEAE#PINGUICULA VULGARIS#LUTEOLIN#LUTEOLIN,6-HYDROXY:
LENTIBULARIACEAE#UTRICULARIA VULGARIS#LUTEOLIN#LUTEOLIN,6-HYDROXY:
LEPTOSTOMATACEAE#LEPTOSTOMUM MACROCARPON#LUTEOLIN-7-BETA-SOPHOROSIDE#LUTEOLIN-7-O-BETA-[6''OR 6'''OR 6'''')-O-ACETYL]-SOPHOROTRIOSIDE
LILIACEAE#ASPHODELINE BAYTOPIAE#LUTEOLIN
LILIACEAE#ASPHODELINE BREVICAULIS_CV.BREVICAULIS#LUTEOLIN
LILIACEAE#ASPHODELINE LUTEA#LUTEOLIN
LILIACEAE#ASPHODELUS FISTULOSUS#LUTEOLIN
LILIACEAE#ASPHODELUS LIBURNICA#LUTEOLIN
LILIACEAE#ASPHODELUS LUSITANICUS#LUTEOLIN#LUTEOLIN-7-O-GALACTOSIDE
LILIACEAE#ASPHODELUS RAMOSUS#LUTEOLIN
LILIACEAE#BULBINE CAPITATA#LUTEOLIN
LILIACEAE#BURCHARDIA MULTIFLORA#LUTEOLIN
LILIACEAE#COLCHICUM AUTUMNALE#LUTEOLIN
LILIACEAE#COLCHICUM BORNMUELLERI#LUTEOLIN
LILIACEAE#COLCHICUM KOTSCHYI#LUTEOLIN
LILIACEAE#COLCHICUM RITCHII#LUTEOLIN
LILIACEAE#COLCHICUM SPECIOSUM#LUTEOLIN
LILIACEAE#CONVALLARIA KEISKEI#LUTEOLIN
LILIACEAE#CONVALLARIA MAJALIS#LUTEOLIN
LILIACEAE#GLORIOSA SUPERBA#LUTEOLIN
LILIACEAE#HEMEROCALLIS FULVA_CV.KWANZO#LUTEOLIN,6-METHYL:
LILIACEAE#LACHENALIA UNIFOLIA#LUTEOLIN-3'-7-DISULFATE#LUTEOLIN-3'-SULFATE#LUTEOLIN-7-SULFATE
LILIACEAE#LACHENALIA UNIFOLIA_VAR.WRIGHTII#LUTEOLIN-3'-7-DISULFATE#LUTEOLIN-3'-SULFATE#LUTEOLIN-7-SULFATE
LILIACEAE#MERENDERA KURDICA#LUTEOLIN
LILIACEAE#MERENDERA MANISSADJIANII#LUTEOLIN
LILIACEAE#MERENDERA SOBOLIFERA#LUTEOLIN
LILIACEAE#POLYGONATUM FALCATUM#LUTEOLIN-6-C-GLYCOSIDE
LILIACEAE#SANDERSONIA AURANTIACA#LUTEOLIN
LILIACEAE#URGINEA MARITIMA_VAR.RUBRA#LUTEOLIN
LILIACEAE#VERATRUM ALBUM_CV.LOBELIANUM#LUTEOLIN
LILIACEAE#WURMBEA DESERTICOLA#LUTEOLIN
LILIACEAE#WURMBEA DIOICA_CV.ALBA#LUTEOLIN
LILIACEAE#WURMBEA INFRAMEDIANA#LUTEOLIN
LILIACEAE#WURMBEA TENELLA#LUTEOLIN
LOGANIACEAE#STRYCHNOS CATHAYENSIS#LUTEOLIN
LYTHRACEAE#CUPHEA WRIGHTII#LUTEOLIN,GLUCO:
LYTHRACEAE#LAWSONIA INERMIS#LUTEOLIN#LUTEOLIN-3'-O-BETA-D-GLUCOSIDE
MALPIGHIACEAE#BYRSONIMA VARIABILIS#LUTEOLIN
MALVACEAE#ABUTILON INDICUM#LUTEOLIN
MALVACEAE#ALTHAEA OFFICINALIS#LUTEOLIN,BETA-HYDROXY: 8-GENTIOBIOSIDE
MALVACEAE#ALTHAEA ROSEA#LUTEOLIN
MALVACEAE#ANODA HASTATA#LUTEOLIN
MALVACEAE#KITAIBELIA VITIFOLIA#LUTEOLIN#LUTEOLIN-7-O-XYLOSYL-GLUCOSIDE
MALVACEAE#URENA LOBATA#LUTEOLIN#LUTEOLIN-4'-O-BETA-D-GLUCOSIDE
MARANTACEAE#CALATHEA LUTEA#LUTEOLIN
MARANTACEAE#MARANTA ARUNDINACEA#LUTEOLIN,3'-METHYL ETHER: 6-C-GLYCOSIDE
MARANTACEAE#MARANTA BICOLOR#LUTEOLIN#LUTEOLIN-3'-7-DISULFATE#LUTEOLIN-7-SULFATE
MARANTACEAE#MARANTA LEUCONEURA_VAR.KERCHOVIANA#LUTEOLIN#LUTEOLIN-3'-7-DISULFATE#LUTEOLIN-7-SULFATE
MARANTACEAE#STROMANTHE SPECTABILIS#LUTEOLIN,3'-METHYL ETHER: 6-C-GLYCOSIDE
MARCHANTIACEAE#BUCEGIA ROMANICA#LUTEOLIN,8-HYDROXY: 8-O-GLUCURONIDE
MARCHANTIACEAE#DUMORTIERA HIRSUTA#LUTEOLIN#LUTEOLIN-5-O-BETA-D-GLUCURONIDE#LUTEOLIN-5-O-BETA-D-GLUCURONIDE-6''-METHYL ESTER#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
MARCHANTIACEAE#MARCHANTIA BERTEROANA#LUTEOLIN#LUTEOLIN-3'-4'-DI-O-BETA-D-GALACTURONIDE#LUTEOLIN-3'-4'-DI-O-BETA-D-GLUCURONIDE#LUTEOLIN-3'-7-DI-O-BETA-D-GALACTURONIDE#LUTEOLIN-3'-7-DI-O-BETA-D-GLUCURONIDE#LUTEOLIN-3'-O-BETA-D-GALACTURONIDE#LUTEOLIN-3'-O-BETA-D-GLUCURONIDE#LUTEOLIN-4'-7-DI-O-BETA-D-GALACTURONIDE#LUTEOLIN-4'-7-DI-O-BETA-D-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-GALACTURONIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
MARCHANTIACEAE#MARCHANTIA MACROPORA#LUTEOLIN#LUTEOLIN-3'-7-DI-O-GLUCURONIDE#LUTEOLIN-3'-O-BETA-D-GLUCURONIDE#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
MARCHANTIACEAE#MARCHANTIA PALEACEA_VAR.DIPTERA#LUTEOLIN
MARCHANTIACEAE#MARCHANTIA PALMATA#LUTEOLIN#LUTEOLIN-3'-O-BETA-D-GLUCURONIDE#LUTEOLIN-3-7-DI-O-BETA-D-GLUCURONIDE
MARCHANTIACEAE#MARCHANTIA POLYMORPHA#LUTEOLIN#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
MARTYNIACEAE#MARTYNIA ANNUA#LUTEOLIN#LUTEOLIN-7-O-BETA-D-GLUCURONIDE
MAYACACEAE#MAYACA FLUVIATILIS#GALUTEOLIN
MENISPERMACEAE#TINOSPORA CRISPA#LUTEOLIN-4'-METHYL ETHER 3'-O-BETA-D-GLUCOSIDE#LUTEOLIN-4'-METHYL ETHER 7-O-BETA-D-GLUCOSIDE
METZGERIACEAE#METZGERIA FURCATA#LUTEOLIN-6-C-ARABINOSIDE-8-C-HEXOSIDE#LUTEOLIN-6-C-HEXOSIDE
